0.5055652137231899
(0) --> prob=[0.034162009638399715,0.9658379903616003], prediction=1.0
(6148) --> prob=[0.9641643350089965,0.03583566499100354], prediction=0.0
(6150) --> prob=[0.7317573163055412,0.26824268369445875], prediction=0.0
(6152) --> prob=[0.9998941024424067,1.0589755759331216E-4], prediction=0.0
(6154) --> prob=[0.9920294679566566,0.00797053204334345], prediction=0.0
(6156) --> prob=[0.03873230333497388,0.9612676966650261], prediction=1.0
(6158) --> prob=[0.131454588355648,0.868545411644352], prediction=1.0
(6160) --> prob=[0.9968054613690561,0.0031945386309438265], prediction=0.0
(6162) --> prob=[0.9996258758239523,3.7412417604754886E-4], prediction=0.0
(6164) --> prob=[0.004721962347643178,0.9952780376523568], prediction=1.0
(6166) --> prob=[0.007457833329051879,0.9925421666709481], prediction=1.0
(6168) --> prob=[9.144610564033306E-6,0.9999908553894359], prediction=1.0
(6170) --> prob=[0.9998995599039252,1.0044009607467596E-4], prediction=0.0
(6172) --> prob=[0.9978639616528531,0.0021360383471468497], prediction=0.0
(6174) --> prob=[9.1236069521265E-8,0.9999999087639305], prediction=1.0
(6176) --> prob=[4.049793457203099E-11,0.9999999999595022], prediction=1.0
(6178) --> prob=[0.9828799012342632,0.01712009876573675], prediction=0.0
(6180) --> prob=[0.10128156054447977,0.8987184394555202], prediction=1.0
(6182) --> prob=[0.5550303132773792,0.4449696867226209], prediction=0.0
(6184) --> prob=[0.9999999992665216,7.334784343803856E-10], prediction=0.0
(6186) --> prob=[5.930557668939368E-4,0.9994069442331062], prediction=1.0
(6188) --> prob=[1.4571718812190927E-6,0.9999985428281187], prediction=1.0
(6190) --> prob=[0.856627784954673,0.14337221504532713], prediction=0.0
(6192) --> prob=[5.204053325097951E-4,0.9994795946674903], prediction=1.0
(6194) --> prob=[3.833775490256124E-6,0.9999961662245097], prediction=1.0
(6196) --> prob=[0.6723846457192831,0.32761535428071686], prediction=0.0
(6198) --> prob=[0.9234384551716588,0.07656154482834113], prediction=0.0
(6200) --> prob=[0.9280203390540267,0.07197966094597325], prediction=0.0
(6202) --> prob=[4.3633847191825115E-4,0.9995636615280818], prediction=1.0
(6204) --> prob=[0.7657130340722818,0.2342869659277183], prediction=0.0
(6206) --> prob=[2.6896751170848515E-11,0.9999999999731033], prediction=1.0
(6208) --> prob=[0.9115865149556629,0.08841348504433702], prediction=0.0
(6210) --> prob=[0.0026052010221060675,0.9973947989778938], prediction=1.0
(6212) --> prob=[0.9999999416158788,5.8384121281531984E-8], prediction=0.0
(6214) --> prob=[0.9994196879793649,5.803120206351519E-4], prediction=0.0
(6216) --> prob=[4.437001472732008E-12,0.9999999999955631], prediction=1.0
(6218) --> prob=[0.3094427047051172,0.6905572952948827], prediction=1.0
(6220) --> prob=[0.9999998665425651,1.334574348685532E-7], prediction=0.0
(6222) --> prob=[0.9459118887900426,0.05408811120995746], prediction=0.0
(6224) --> prob=[0.022078549736195524,0.9779214502638044], prediction=1.0
(6226) --> prob=[0.8857203684338967,0.11427963156610325], prediction=0.0
(6228) --> prob=[7.807406708889908E-12,0.9999999999921927], prediction=1.0
(6230) --> prob=[0.9995856971089389,4.1430289106107493E-4], prediction=0.0
(6232) --> prob=[0.7685427720223192,0.23145722797768079], prediction=0.0
(6234) --> prob=[0.01735794790694249,0.9826420520930574], prediction=1.0
(6236) --> prob=[0.002897164104492295,0.9971028358955077], prediction=1.0
(6238) --> prob=[5.1364568997254487E-17,1.0], prediction=1.0
(6240) --> prob=[0.9999976519886042,2.3480113957204377E-6], prediction=0.0
(6242) --> prob=[0.9743926440395528,0.025607355960447133], prediction=0.0
(6244) --> prob=[1.638392254239682E-5,0.9999836160774576], prediction=1.0
(6246) --> prob=[0.9890625857703959,0.010937414229604186], prediction=0.0
(6248) --> prob=[0.9976095793106045,0.002390420689395496], prediction=0.0
(6250) --> prob=[0.9709338544958929,0.029066145504107056], prediction=0.0
(6252) --> prob=[7.753732760863675E-5,0.9999224626723915], prediction=1.0
(6254) --> prob=[0.8834052516244963,0.11659474837550364], prediction=0.0
(6256) --> prob=[0.9999999997881124,2.118876811309518E-10], prediction=0.0
(6258) --> prob=[0.9983078359732008,0.0016921640267992095], prediction=0.0
(6260) --> prob=[1.3577891193809413E-5,0.9999864221088062], prediction=1.0
(6262) --> prob=[0.10806980660880955,0.8919301933911904], prediction=1.0
(6264) --> prob=[5.667737800418295E-7,0.99999943322622], prediction=1.0
(6266) --> prob=[0.9516920334452472,0.048307966554752675], prediction=0.0
(6268) --> prob=[0.9999999935667425,6.433257335207197E-9], prediction=0.0
(6270) --> prob=[0.9948572858431564,0.00514271415684377], prediction=0.0
(6272) --> prob=[0.8972803933029742,0.10271960669702575], prediction=0.0
(6274) --> prob=[0.8113451040740717,0.18865489592592838], prediction=0.0
(6276) --> prob=[0.0038923620849503453,0.9961076379150496], prediction=1.0
(6278) --> prob=[0.7124846097761991,0.2875153902238008], prediction=0.0
(6280) --> prob=[0.7247950900269201,0.27520490997307995], prediction=0.0
(6282) --> prob=[0.11100850956797667,0.8889914904320234], prediction=1.0
(6284) --> prob=[0.6973179325867279,0.30268206741327214], prediction=0.0
(6286) --> prob=[0.804600942704409,0.19539905729559104], prediction=0.0
(6288) --> prob=[0.10456587213307496,0.895434127866925], prediction=1.0
(6290) --> prob=[4.221137659346889E-4,0.9995778862340654], prediction=1.0
(6292) --> prob=[0.00968958864786466,0.9903104113521354], prediction=1.0
(6294) --> prob=[0.9961534403176574,0.0038465596823425035], prediction=0.0
(6296) --> prob=[1.2144378627805877E-4,0.9998785562137219], prediction=1.0
(6298) --> prob=[0.9822695524188337,0.017730447581166306], prediction=0.0
(6300) --> prob=[0.7924143306016885,0.20758566939831155], prediction=0.0
(6302) --> prob=[0.9998040622438733,1.9593775612664855E-4], prediction=0.0
(6304) --> prob=[2.134966777588694E-7,0.9999997865033222], prediction=1.0
(6306) --> prob=[0.81708857061765,0.18291142938235008], prediction=0.0
(6308) --> prob=[0.9944069506855496,0.0055930493144504285], prediction=0.0
(6310) --> prob=[0.999989436707484,1.056329251602089E-5], prediction=0.0
(6312) --> prob=[1.954680173509984E-6,0.9999980453198266], prediction=1.0
(6314) --> prob=[7.807623034088012E-5,0.9999219237696592], prediction=1.0
(6316) --> prob=[0.9999960729355337,3.9270644663044775E-6], prediction=0.0
(6318) --> prob=[0.0011079558139047753,0.9988920441860953], prediction=1.0
(6320) --> prob=[0.6206964301738566,0.37930356982614355], prediction=0.0
(6322) --> prob=[0.012392107701125263,0.9876078922988747], prediction=1.0
(6324) --> prob=[3.6847875940771546E-8,0.9999999631521241], prediction=1.0
(6326) --> prob=[0.8467288405807413,0.15327115941925873], prediction=0.0
(6328) --> prob=[1.0304727670081221E-4,0.9998969527232991], prediction=1.0
(6330) --> prob=[0.001472352345152825,0.9985276476548473], prediction=1.0
(6332) --> prob=[0.9997916171119424,2.0838288805756462E-4], prediction=0.0
(6334) --> prob=[9.129226913512389E-5,0.9999087077308648], prediction=1.0
(6336) --> prob=[1.6290333684557741E-4,0.9998370966631543], prediction=1.0
(6338) --> prob=[0.9999801046124838,1.9895387516270363E-5], prediction=0.0
(6340) --> prob=[0.999917982049423,8.201795057709906E-5], prediction=0.0
(6342) --> prob=[0.9999997387762481,2.6122375182080807E-7], prediction=0.0
(6344) --> prob=[0.5431183698075869,0.4568816301924132], prediction=0.0
(6346) --> prob=[0.9999999997042812,2.9571868446806344E-10], prediction=0.0
(6348) --> prob=[0.09941326675742687,0.9005867332425731], prediction=1.0
(6350) --> prob=[0.005891627246747614,0.9941083727532523], prediction=1.0
(6352) --> prob=[0.4060845254362023,0.5939154745637977], prediction=1.0
(6354) --> prob=[0.28004468129981797,0.719955318700182], prediction=1.0
(6356) --> prob=[3.377994744695985E-5,0.999966220052553], prediction=1.0
(6358) --> prob=[1.7187952265727375E-12,0.9999999999982812], prediction=1.0
(6360) --> prob=[9.576219507775642E-6,0.9999904237804922], prediction=1.0
(6362) --> prob=[0.8539196419760889,0.14608035802391098], prediction=0.0
(6364) --> prob=[0.9991843741085036,8.156258914963283E-4], prediction=0.0
(6366) --> prob=[1.4388373406320655E-4,0.9998561162659368], prediction=1.0
(6368) --> prob=[0.18822303535523338,0.8117769646447667], prediction=1.0
(6370) --> prob=[1.1519366405920199E-4,0.9998848063359408], prediction=1.0
(6372) --> prob=[0.9947722334465786,0.005227766553421492], prediction=0.0
(6374) --> prob=[0.4327776501410338,0.5672223498589662], prediction=1.0
(6376) --> prob=[0.9999930936023095,6.906397690453681E-6], prediction=0.0
(6378) --> prob=[0.999993414856158,6.585143842006701E-6], prediction=0.0
(6380) --> prob=[0.3400511630961332,0.6599488369038669], prediction=1.0
(6382) --> prob=[0.9996918890696767,3.081109303233105E-4], prediction=0.0
(6384) --> prob=[0.9625993489523437,0.03740065104765623], prediction=0.0
(6386) --> prob=[0.0016930821040433686,0.9983069178959566], prediction=1.0
(6388) --> prob=[0.4016062139816721,0.5983937860183279], prediction=1.0
(6390) --> prob=[0.061513102535680764,0.9384868974643191], prediction=1.0
(6392) --> prob=[6.089359108074774E-12,0.9999999999939106], prediction=1.0
(6394) --> prob=[2.421883221399734E-7,0.9999997578116777], prediction=1.0
(6396) --> prob=[4.22199502087281E-4,0.9995778004979128], prediction=1.0
(6398) --> prob=[0.1809100670746574,0.8190899329253426], prediction=1.0
(6400) --> prob=[0.007526053798611485,0.9924739462013884], prediction=1.0
(6402) --> prob=[0.9999991303347318,8.696652682134957E-7], prediction=0.0
(6404) --> prob=[0.01500086812685704,0.9849991318731429], prediction=1.0
(6406) --> prob=[0.9742598713128803,0.025740128687119723], prediction=0.0
(6408) --> prob=[0.9996824855098482,3.175144901519372E-4], prediction=0.0
(6410) --> prob=[0.002002131262843415,0.9979978687371567], prediction=1.0
(6412) --> prob=[0.6040035309720209,0.3959964690279791], prediction=0.0
(6414) --> prob=[0.9988529821582028,0.0011470178417971571], prediction=0.0
(6416) --> prob=[2.064318599654178E-4,0.9997935681400346], prediction=1.0
(6418) --> prob=[8.473696961177334E-4,0.9991526303038822], prediction=1.0
(6420) --> prob=[0.9979489339249333,0.0020510660750665713], prediction=0.0
(6422) --> prob=[0.9997445038363115,2.5549616368858235E-4], prediction=0.0
(6424) --> prob=[0.01719276098570118,0.9828072390142989], prediction=1.0
(6426) --> prob=[0.7738741129439503,0.22612588705604975], prediction=0.0
(6428) --> prob=[3.1220710034139167E-9,0.999999996877929], prediction=1.0
(6430) --> prob=[1.719717800345091E-4,0.9998280282199655], prediction=1.0
(6432) --> prob=[1.3465262827702208E-5,0.9999865347371723], prediction=1.0
(6434) --> prob=[0.99458162993,0.0054183700700001095], prediction=0.0
(6436) --> prob=[0.9999995689712208,4.310287792654962E-7], prediction=0.0
(6438) --> prob=[2.412513706744374E-5,0.9999758748629325], prediction=1.0
(6440) --> prob=[2.1606796942380233E-11,0.9999999999783933], prediction=1.0
(6442) --> prob=[0.21224617505254575,0.7877538249474543], prediction=1.0
(6444) --> prob=[0.9581019787179493,0.041898021282050724], prediction=0.0
(6446) --> prob=[0.12522888742291888,0.8747711125770812], prediction=1.0
(6448) --> prob=[0.45836461506437537,0.5416353849356246], prediction=1.0
(6450) --> prob=[0.9998401402962789,1.5985970372121305E-4], prediction=0.0
(6452) --> prob=[0.9980772738482431,0.0019227261517569085], prediction=0.0
(6454) --> prob=[0.2869700927448926,0.7130299072551075], prediction=1.0
(6456) --> prob=[0.48877507924811064,0.5112249207518894], prediction=1.0
(6458) --> prob=[2.2939891050143273E-4,0.9997706010894984], prediction=1.0
(6460) --> prob=[0.003984632329151587,0.9960153676708484], prediction=1.0
(6462) --> prob=[0.978880745809608,0.02111925419039207], prediction=0.0
(6464) --> prob=[0.0020858285602539366,0.9979141714397459], prediction=1.0
(6466) --> prob=[0.0688611119122491,0.9311388880877508], prediction=1.0
(6468) --> prob=[0.0024035804327904773,0.9975964195672096], prediction=1.0
(6470) --> prob=[0.9996665575919365,3.334424080634921E-4], prediction=0.0
(6472) --> prob=[0.9307012109270968,0.06929878907290325], prediction=0.0
(6474) --> prob=[0.9961663334418496,0.003833666558150459], prediction=0.0
(6476) --> prob=[1.0127749551620709E-4,0.9998987225044839], prediction=1.0
(6478) --> prob=[0.999999068555454,9.314445461884007E-7], prediction=0.0
(6480) --> prob=[0.006341684326789238,0.9936583156732108], prediction=1.0
(6482) --> prob=[0.09792726112289872,0.9020727388771013], prediction=1.0
(6484) --> prob=[0.9964519510749147,0.0035480489250852335], prediction=0.0
(6486) --> prob=[0.02676564044412857,0.9732343595558713], prediction=1.0
(6488) --> prob=[0.004479720639842366,0.9955202793601575], prediction=1.0
(6490) --> prob=[0.012236021496695526,0.9877639785033046], prediction=1.0
(6492) --> prob=[6.017073146837076E-7,0.9999993982926852], prediction=1.0
(6494) --> prob=[0.0022034000407618946,0.997796599959238], prediction=1.0
(6496) --> prob=[0.3133982486182049,0.6866017513817951], prediction=1.0
(6498) --> prob=[0.17988491569419696,0.8201150843058029], prediction=1.0
(6500) --> prob=[0.012078225940596337,0.9879217740594036], prediction=1.0
(6502) --> prob=[0.1583593543978553,0.8416406456021447], prediction=1.0
(6504) --> prob=[0.28444100994683,0.7155589900531699], prediction=1.0
(6506) --> prob=[0.6652938332126928,0.3347061667873073], prediction=0.0
(6508) --> prob=[0.9999384896887429,6.151031125707026E-5], prediction=0.0
(6510) --> prob=[0.9995745963521748,4.254036478252521E-4], prediction=0.0
(6512) --> prob=[0.8285507229847453,0.17144927701525464], prediction=0.0
(6514) --> prob=[5.824169328686978E-6,0.9999941758306713], prediction=1.0
(6516) --> prob=[0.4886245769418677,0.5113754230581323], prediction=1.0
(6518) --> prob=[0.8089223207869567,0.1910776792130433], prediction=0.0
(6520) --> prob=[1.9966477313431674E-5,0.9999800335226865], prediction=1.0
(6522) --> prob=[9.031479345673394E-6,0.9999909685206543], prediction=1.0
(6524) --> prob=[0.9999953721225157,4.62787748421049E-6], prediction=0.0
(6526) --> prob=[0.1324392098678045,0.8675607901321954], prediction=1.0
(6528) --> prob=[3.5689149858890576E-11,0.9999999999643108], prediction=1.0
(6530) --> prob=[0.009533574213159375,0.9904664257868406], prediction=1.0
(6532) --> prob=[0.9907641831166655,0.00923581688333452], prediction=0.0
(6534) --> prob=[0.10196856689895846,0.8980314331010416], prediction=1.0
(6536) --> prob=[0.0010934077263195406,0.9989065922736804], prediction=1.0
(6538) --> prob=[0.9993342494534565,6.657505465434873E-4], prediction=0.0
(6540) --> prob=[0.9999238813458357,7.611865416442744E-5], prediction=0.0
(6542) --> prob=[0.022555195138013417,0.9774448048619865], prediction=1.0
(6544) --> prob=[0.9999610887760909,3.891122390907762E-5], prediction=0.0
(6546) --> prob=[6.171015473973646E-8,0.9999999382898452], prediction=1.0
(6548) --> prob=[0.99999949634212,5.036578800720925E-7], prediction=0.0
(6550) --> prob=[0.006234921655421247,0.9937650783445788], prediction=1.0
(6552) --> prob=[0.07845212400249113,0.9215478759975088], prediction=1.0
(6554) --> prob=[0.9379564668077404,0.06204353319225968], prediction=0.0
(6556) --> prob=[2.370747421437254E-9,0.9999999976292526], prediction=1.0
(6558) --> prob=[0.022527131292280796,0.9774728687077192], prediction=1.0
(6560) --> prob=[0.9999997635726526,2.36427347221419E-7], prediction=0.0
(6562) --> prob=[0.01531904141594163,0.9846809585840584], prediction=1.0
(6564) --> prob=[1.5542258103057408E-4,0.9998445774189694], prediction=1.0
(6566) --> prob=[0.9999976641794497,2.3358205502952456E-6], prediction=0.0
(6568) --> prob=[0.005096577642429949,0.9949034223575701], prediction=1.0
(6570) --> prob=[0.09216854129606775,0.9078314587039322], prediction=1.0
(6572) --> prob=[0.038704072917509776,0.9612959270824902], prediction=1.0
(6574) --> prob=[0.9317900227067395,0.06820997729326043], prediction=0.0
(6576) --> prob=[2.587056039577027E-4,0.9997412943960424], prediction=1.0
(6578) --> prob=[0.4021932814847065,0.5978067185152935], prediction=1.0
(6580) --> prob=[0.999999562522307,4.3747769300739515E-7], prediction=0.0
(6582) --> prob=[0.9999969406083925,3.0593916076554833E-6], prediction=0.0
(6584) --> prob=[0.9999999712607196,2.8739280453634027E-8], prediction=0.0
(6586) --> prob=[2.3480591656605226E-4,0.9997651940834339], prediction=1.0
(6588) --> prob=[0.9999699000394567,3.0099960543347587E-5], prediction=0.0
(6590) --> prob=[9.696371929995681E-8,0.9999999030362808], prediction=1.0
(6592) --> prob=[0.9999983049318817,1.6950681183468598E-6], prediction=0.0
(6594) --> prob=[0.004286042831342534,0.9957139571686574], prediction=1.0
(6596) --> prob=[0.9999947727773922,5.227222607844559E-6], prediction=0.0
(6598) --> prob=[0.550537481723814,0.449462518276186], prediction=0.0
(6600) --> prob=[0.9948031471218852,0.005196852878114817], prediction=0.0
(6602) --> prob=[0.9999999999999982,1.8574653786963445E-15], prediction=0.0
(6604) --> prob=[0.9987390321076782,0.0012609678923218113], prediction=0.0
(6606) --> prob=[0.5068225418021756,0.49317745819782444], prediction=0.0
(6608) --> prob=[0.9999999842468659,1.5753134086297E-8], prediction=0.0
(6610) --> prob=[0.9998055197610729,1.944802389271911E-4], prediction=0.0
(6612) --> prob=[1.6583295325087597E-4,0.9998341670467491], prediction=1.0
(6614) --> prob=[3.8943622937604523E-4,0.999610563770624], prediction=1.0
